cve_id,vendor_project,product,vulnerability_name,short_description,required_action,date_added,due_date,known_ransomware_campaign_use,notes,cwes,search_keywords,vendor_risk_score,product_risk_score,description_severity_score,days_since_added,remediation_window_days,days_until_due,recency_score,urgency_score,cwe_count,has_critical_cwe,cwe_risk_score,avg_cwe_criticality,ransomware_confirmed,ransomware_unknown,overall_threat_score,threat_level,threat_binary,confidence_score
CVE-2019-19356,Netis,WF2419 Devices,Netis WF2419 Devices Remote Code Execution Vulnerability,Netis WF2419 devices contains an unspecified vulnerability that allows an attacker to perform remote code execution as root through the router's web management page.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-19356,CWE-78,wf2419 devices|wf2419|remote|CWE78|vulnerability|netis|devices|CVE201919356|execution|cwe-78|code|cve-2019-19356|wf2419devices,0.3,0.3,0.3,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.36,LOW,0,0.75
CVE-2022-22706,Arm,Mali Graphics Processing Unit (GPU),Arm Mali GPU Kernel Driver Unspecified Vulnerability,Arm Mali GPU Kernel Driver contains an unspecified vulnerability that allows a non-privileged user to achieve write access to read-only memory pages.,Apply updates per vendor instructions.,2023-03-30,2023-04-20,Unknown,https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities;  https://nvd.nist.gov/vuln/detail/CVE-2022-22706,CWE-119,cve-2022-22706|kernel|CVE202222706|CWE119|vulnerability|unspecified|mali graphics processing unit (gpu)|maligraphicsprocessingunit(gpu)|mali|arm|driver|cwe-119,0.3,0.3,0.0,926,21,-906,0.3,0.7,1,True,0.9,0.9,False,True,0.36,LOW,0,0.5
CVE-2025-47812,Wing FTP Server,Wing FTP Server,Wing FTP Server Improper Neutralization of Null Byte or NUL Character Vulnerability,Wing FTP Server contains an improper neutralization of null byte or NUL character vulnerability that can allow injection of arbitrary Lua code into user session files. This can be used to execute arbitrary system commands with the privileges of the FTP service (root or SYSTEM by default).,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-14,2025-08-04,Unknown,https://www.wftpserver.com/serverhistory.htm ; https://nvd.nist.gov/vuln/detail/CVE-2025-47812,CWE-158,wing ftp server|CWE158|wing|wingftpserver|server|vulnerability|cve-2025-47812|injection|cwe-158|byte|improper|null|character|neutralization|CVE202547812,0.3,0.7,0.2,89,21,-69,0.6,0.7,1,False,0.4,0.4,False,True,0.355,LOW,0,1.0
CVE-2024-27348,Apache,HugeGraph-Server,Apache HugeGraph-Server Improper Access Control Vulnerability,Apache HugeGraph-Server contains an improper access control vulnerability that could allow a remote attacker to execute arbitrary code.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-18,2024-10-09,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see:  https://lists.apache.org/thread/nx6g6htyhpgtzsocybm242781o8w5kq9 ; https://nvd.nist.gov/vuln/detail/CVE-2024-27348",CWE-284,hugegraph|control|CVE202427348|server|access|vulnerability|hugegraph-server|improper|CWE284|cwe-284|hugegraphserver|apache|cve-2024-27348,0.9,0.7,0.3,388,21,-368,0.3,0.7,1,False,0.4,0.4,False,True,0.355,LOW,0,0.75
CVE-2021-22017,VMware,vCenter Server,VMware vCenter Server Improper Access Control,Rhttproxy as used in vCenter Server contains a vulnerability due to improper implementation of URI normalization.,Apply updates per vendor instructions.,2022-01-10,2022-01-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-22017,CWE-23,cwe-23|vmware|vcenter|control|server|CVE202122017|improper|vcenter server|vcenterserver|cve-2021-22017|CWE23|access,0.9,0.7,0.0,1370,14,-1357,0.3,1.0,1,False,0.4,0.4,False,True,0.355,LOW,0,0.5
CVE-2025-24993,Microsoft,Windows,Microsoft Windows NTFS Heap-Based Buffer Overflow Vulnerability,Microsoft Windows New Technology File System (NTFS) contains a heap-based buffer overflow vulnerability that allows an unauthorized attacker to execute code locally.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-11,2025-04-01,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-24993 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24993,CWE-122,microsoft|ntfs|cwe-122|CVE202524993|heap|based|overflow|vulnerability|cve-2025-24993|buffer|windows|CWE122,0.9,0.9,0.2,214,21,-194,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2015-0071,Microsoft,Internet Explorer,Microsoft Internet Explorer ASLR Bypass Vulnerability,Microsoft Internet Explorer allows remote attackers to bypass the address space layout randomization (ASLR) protection mechanism via a crafted web site.,Apply updates per vendor instructions.,2022-05-25,2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-0071,CWE-264,CWE264|microsoft|internet explorer|internet|bypass|cve-2015-0071|vulnerability|explorer|CVE20150071|aslr|cwe-264|internetexplorer,0.9,0.9,0.2,1235,21,-1215,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2015-0310,Adobe,Flash Player,Adobe Flash Player ASLR Bypass Vulnerability,"Adobe Flash Player does not properly restrict discovery of memory addresses, which allows attackers to bypass the address space layout randomization (ASLR) protection mechanism.",The impacted product is end-of-life and should be disconnected if still in use.,2022-05-25,2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-0310,CWE-264,CWE264|flashplayer|flash player|bypass|flash|adobe|vulnerability|CVE20150310|aslr|player|cwe-264|cve-2015-0310,0.9,0.9,0.2,1235,21,-1215,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2015-4495,Mozilla,Firefox,Mozilla Firefox Security Feature Bypass Vulnerability,Moxilla Firefox allows remote attackers to bypass the Same Origin Policy to read arbitrary files or gain privileges.,Apply updates per vendor instructions.,2022-05-25,2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-4495,CWE-200,bypass|vulnerability|cve-2015-4495|feature|cwe-200|security|firefox|CWE200|CVE20154495|mozilla,0.3,0.9,0.4,1235,21,-1215,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2015-1641,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,Microsoft Office contains a memory corruption vulnerability due to failure to properly handle rich text format files in memory. Successful exploitation allows for remote code execution in the context of the current user.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1641,CWE-399,corruption|CWE399|cwe-399|microsoft|office|cve-2015-1641|vulnerability|CVE20151641|memory,0.9,0.9,0.5,1438,181,-1258,0.3,0.4,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2021-22204,Perl,Exiftool,ExifTool Remote Code Execution Vulnerability,Improper neutralization of user data in the DjVu file format in Exiftool versions 7.44 and up allows arbitrary code execution when parsing the malicious image,Apply updates per vendor instructions.,2021-11-17,2021-12-01,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-22204,CWE-95,exiftool|cve-2021-22204|remote|vulnerability|cwe-95|execution|code|CVE202122204|perl|CWE95,0.3,0.3,0.3,1424,14,-1411,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2024-20353,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Denial of Service Vulnerability,Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain an infinite loop vulnerability that can lead to remote denial of service condition.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-04-24,2024-05-01,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-websrvs-dos-X8gNucD2;   https://nvd.nist.gov/vuln/detail/CVE-2024-20353,CWE-835,cwe-835|cisco|service|adaptive security appliance (asa) and firepower threat defense (ftd)|vulnerability|denial|CVE202420353|cve-2024-20353|CWE835|adaptivesecurityappliance(asa)andfirepowerthreatdefense(ftd),0.9,0.3,0.1,535,7,-529,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2024-38217,Microsoft,Windows,Microsoft Windows Mark of the Web (MOTW) Protection Mechanism Failure Vulnerability,"Microsoft Windows Mark of the Web (MOTW) contains a protection mechanism failure vulnerability that allows an attacker to bypass MOTW-based defenses. This can result in a limited loss of integrity and availability of security features such as Protected View in Microsoft Office, which rely on MOTW tagging.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-10,2024-10-01,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38217; https://nvd.nist.gov/vuln/detail/CVE-2024-38217,CWE-693,microsoft|CVE202438217|cve-2024-38217|failure|bypass|vulnerability|protection|mark|mechanism|windows|CWE693|cwe-693|motw,0.9,0.9,0.2,396,21,-376,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2020-24363,TP-Link,TL-WA855RE,TP-link TL-WA855RE Missing Authentication for Critical Function Vulnerability,TP-link TL-WA855RE contains a missing authentication for critical function vulnerability. This vulnerability could allow an unauthenticated attacker (on the same network) to submit a TDDP_RESET POST request for a factory reset and reboot. The attacker can then obtain incorrect access control by setting a new administrative password. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-02,2025-09-23,Unknown,https://www.tp-link.com/us/home-networking/range-extender/tl-wa855re/#overview ; https://www.tp-link.com/us/support/download/tl-wa855re/#FAQs ; https://nvd.nist.gov/vuln/detail/CVE-2020-24363,CWE-306,wa855re|missing|tp-link|CVE202024363|function|tlwa855re|tl-wa855re|vulnerability|authentication|cve-2020-24363|critical|tplink|CWE306|link|cwe-306,0.3,0.3,0.3,39,21,-19,0.6,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2024-49138,Microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Heap-Based Buffer Overflow Vulnerability,Microsoft Windows Common Log File System (CLFS) driver contains a heap-based buffer overflow vulnerability that allows a local attacker to escalate privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-12-10,2024-12-31,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-49138 ; https://nvd.nist.gov/vuln/detail/CVE-2024-49138,CWE-122,microsoft|file|common|heap|based|overflow|vulnerability|cwe-122|CWE122|system|cve-2024-49138|buffer|windows|driver|clfs|CVE202449138,0.9,0.9,0.2,305,21,-285,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2017-12238,Cisco,Catalyst 6800 Series Switches,Cisco Catalyst 6800 Series Switches VPLS Denial-of-Service Vulnerability,"A vulnerability in the Virtual Private LAN Service (VPLS) code of Cisco IOS for Cisco Catalyst 6800 Series Switches could allow an unauthenticated, adjacent attacker to cause a denial of service.",Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-12238,CWE-399,CWE399|vpls|cwe-399|cisco|service|6800|switches|vulnerability|catalyst6800seriesswitches|series|denial|CVE201712238|catalyst 6800 series switches|catalyst|cve-2017-12238,0.9,0.3,0.4,1318,21,-1298,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2017-12237,Cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Internet Key Exchange Denial-of-Service Vulnerability,"A vulnerability in the Internet Key Exchange Version 2 (IKEv2) module of Cisco IOS and Cisco IOS XE could allow an unauthenticated, remote attacker to cause high CPU utilization, traceback messages, or a reload of an affected device that leads to a denial of service.",Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-12237,CWE-399,CWE399|cwe-399|cisco|internet|service|CVE201712237|vulnerability|cve-2017-12237|denial|ios and ios xe software|exchange|software|iosandiosxesoftware,0.9,0.3,0.4,1318,21,-1298,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2023-41992,Apple,Multiple Products,Apple Multiple Products Kernel Privilege Escalation Vulnerability,"Apple iOS, iPadOS, macOS, and watchOS contain an unspecified vulnerability that allows for local privilege escalation.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-25,2023-10-16,Unknown,"https://support.apple.com/en-us/HT213926, https://support.apple.com/en-us/HT213927, https://support.apple.com/en-us/HT213928, https://support.apple.com/en-us/HT213929, https://support.apple.com/en-us/HT213931, https://support.apple.com/en-us/HT213932;  https://nvd.nist.gov/vuln/detail/CVE-2023-41992",CWE-754,cwe-754|CVE202341992|multipleproducts|multiple products|multiple|apple|kernel|escalation|vulnerability|products|cve-2023-41992|privilege|CWE754,0.9,0.3,0.4,747,21,-727,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2018-8298,ChakraCore,ChakraCore scripting engine,ChakraCore Scripting Engine Type Confusion Vulnerability,The ChakraCore scripting engine contains a type confusion vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8298,CWE-843,cwe-843|CWE843|chakracore|chakracorescriptingengine|cve-2018-8298|engine|vulnerability|chakracore scripting engine|type|CVE20188298|confusion|scripting,0.3,0.3,0.3,1318,14,-1305,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2021-30869,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Type Confusion Vulnerability","Apple iOS, iPadOS, and macOS contain a type confusion vulnerability in the XNU which may allow a malicious application to execute code with kernel privileges.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30869,CWE-843,"cwe-843|CWE843|CVE202130869|apple|confusion|vulnerability|ios, ipados, and macos|cve-2021-30869|type|macos|ios,ipados,andmacos|ipados",0.9,0.3,0.1,1438,14,-1425,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2018-0161,Cisco,IOS Software,Cisco IOS Software Resource Management Errors Vulnerability,"A vulnerability in the Simple Network Management Protocol (SNMP) subsystem of Cisco IOS Software running on certain models of Cisco Catalyst Switches could allow an authenticated, remote attacker to cause a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0161,CWE-399,CWE399|cwe-399|resource|cisco|errors|cve-2018-0161|vulnerability|ios software|management|iossoftware|software|CVE20180161,0.9,0.3,0.1,1318,14,-1305,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2025-8088,RARLAB,WinRAR,RARLAB WinRAR Path Traversal Vulnerability,RARLAB WinRAR contains a path traversal vulnerability affecting the Windows version of WinRAR. This vulnerability could allow an attacker to execute arbitrary code by crafting malicious archive files.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-12,2025-09-02,Unknown,https://www.win-rar.com/singlenewsview.html?&L=0&tx_ttnews%5Btt_news%5D=283&cHash=a64b4a8f662d3639dec8d65f47bc93c5 ; https://nvd.nist.gov/vuln/detail/CVE-2025-8088,CWE-35,CWE35|rarlab|cve-2025-8088|path|vulnerability|winrar|traversal|cwe-35|CVE20258088,0.3,0.3,0.3,60,21,-40,0.6,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2022-26318,WatchGuard,Firebox and XTM Appliances,WatchGuard Firebox and XTM Appliances Arbitrary Code Execution,"On WatchGuard Firebox and XTM appliances, an unauthenticated user can execute arbitrary code.",Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2022-26318,CWE-122,appliances|arbitrary|watchguard|firebox and xtm appliances|fireboxandxtmappliances|cwe-122|execution|CVE202226318|code|firebox|CWE122|cve-2022-26318,0.3,0.3,0.6,1296,21,-1276,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2025-21333,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Heap-based Buffer Overflow Vulnerability,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a heap-based buffer overflow vulnerability that allows a local attacker to gain SYSTEM privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-01-14,2025-02-04,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21333 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21333,CWE-122,microsoft|kernel|cwe-122|heap|hyper|integration|based|CVE202521333|overflow|vulnerability|buffer|windows|CWE122|cve-2025-21333,0.9,0.9,0.2,270,21,-250,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2021-1871,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS WebKit Remote Code Execution Vulnerability","Apple iOS, iPadOS, and macOS WebKit contain an unspecified logic vulnerability that allows a remote attacker to execute code. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1871,CWE-1173,"CWE1173|remote|cve-2021-1871|apple|vulnerability|execution|ios, ipados, and macos|macos|CVE20211871|webkit|code|cwe-1173|ios,ipados,andmacos|ipados",0.9,0.3,0.1,1438,14,-1425,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2017-6627,Cisco,IOS and IOS XE Software,Cisco IOS Software and Cisco IOS XE Software UDP Packet Processing Denial-of-Service Vulnerability,"A vulnerability in the UDP processing code of Cisco IOS and IOS XE could allow an unauthenticated, remote attacker to cause the input queue of an affected system to hold UDP packets, causing an interface queue wedge and denial of service.",Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6627,CWE-399,CWE399|cwe-399|cisco|service|cve-2017-6627|processing|vulnerability|denial|ios and ios xe software|software|CVE20176627|packet|iosandiosxesoftware,0.9,0.3,0.4,1318,21,-1298,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2023-36844,Juniper,Junos OS,Juniper Junos OS EX Series PHP External Variable Modification Vulnerability,"Juniper Junos OS on EX Series contains a PHP external variable modification vulnerability that allows an unauthenticated, network-based attacker to control certain, important environment variables. Using a crafted request an attacker is able to modify certain PHP environment variables, leading to partial loss of integrity, which may allow chaining to other vulnerabilities.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-11-13,2023-11-17,Unknown,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36844,CWE-473,cwe-473|junos|juniper|cve-2023-36844|modification|vulnerability|junos os|series|CWE473|junosos|CVE202336844|external|variable,0.3,0.3,0.3,698,4,-695,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2024-29059,Microsoft,.NET Framework,Microsoft .NET Framework Information Disclosure Vulnerability,"Microsoft .NET Framework contains an information disclosure vulnerability that exposes the ObjRef URI to an attacker, ultimately enabling remote code execution.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-04,2025-02-25,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-29059 ; https://nvd.nist.gov/vuln/detail/CVE-2024-29059,CWE-209,microsoft|information|vulnerability|cve-2024-29059|cwe-209|framework|.net framework|disclosure|CVE202429059|.netframework|CWE209,0.9,0.3,0.4,249,21,-229,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2017-12232,Cisco,IOS software,Cisco IOS Software for Cisco Integrated Services Routers Denial-of-Service Vulnerability,"A vulnerability in the implementation of a protocol in Cisco Integrated Services Routers Generation 2 (ISR G2) Routers running Cisco IOS could allow an unauthenticated, adjacent attacker to cause an affected device to reload, resulting in a denial of service.",Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-12232,CWE-399,CWE399|routers|cwe-399|cisco|cve-2017-12232|CVE201712232|service|vulnerability|ios software|denial|iossoftware|software|services|integrated,0.9,0.3,0.4,1318,21,-1298,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2017-12231,Cisco,IOS software,Cisco IOS Software Network Address Translation Denial-of-Service Vulnerability,"A vulnerability in the implementation of Network Address Translation (NAT) functionality in Cisco IOS could allow an unauthenticated, remote attacker to cause a denial of service.",Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-12231,CWE-399,CWE399|cwe-399|cisco|CVE201712231|translation|service|vulnerability|ios software|network|denial|iossoftware|software|cve-2017-12231|address,0.9,0.3,0.4,1318,21,-1298,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2021-1870,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS WebKit Remote Code Execution Vulnerability","Apple iOS, iPadOS, and macOS WebKit contain an unspecified logic vulnerability that allows a remote attacker to execute code. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1870,CWE-1173,"CWE1173|remote|cve-2021-1870|apple|CVE20211870|vulnerability|execution|ios, ipados, and macos|macos|code|webkit|cwe-1173|ios,ipados,andmacos|ipados",0.9,0.3,0.1,1438,14,-1425,0.3,1.0,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2021-1782,Apple,Multiple Products,Apple Multiple Products Race Condition Vulnerability,"Apple iOS, iPadOs, macOS, watchOS, and tvOS contain a race condition vulnerability that may allow a malicious application to elevate privileges.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1782,CWE-362|CWE-667,CWE667|multipleproducts|multiple products|multiple|apple|condition|vulnerability|products|cwe-667|cwe-362|race|cve-2021-1782|CVE20211782|CWE362,0.9,0.3,0.1,1438,14,-1425,0.3,1.0,2,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2025-32706,Microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Heap-Based Buffer Overflow Vulnerability,Microsoft Windows Common Log File System (CLFS) Driver contains a heap-based buffer overflow vulnerability that allows an authorized attacker to elevate privileges locally.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-13,2025-06-03,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-32706 ; https://nvd.nist.gov/vuln/detail/CVE-2025-32706,CWE-122,microsoft|file|common|heap|based|overflow|vulnerability|cwe-122|CVE202532706|system|buffer|windows|driver|clfs|CWE122|cve-2025-32706,0.9,0.9,0.2,151,21,-131,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2024-38213,Microsoft,Windows,Microsoft Windows SmartScreen Security Feature Bypass Vulnerability,Microsoft Windows SmartScreen contains a security feature bypass vulnerability that allows an attacker to bypass the SmartScreen user experience via a malicious file.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-13,2024-09-03,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38213; https://nvd.nist.gov/vuln/detail/CVE-2024-38213,CWE-693,cve-2024-38213|smartscreen|microsoft|bypass|vulnerability|feature|security|windows|CWE693|cwe-693|CVE202438213,0.9,0.9,0.2,424,21,-404,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,0.75
CVE-2025-3248,Langflow,Langflow,Langflow Missing Authentication Vulnerability,"Langflow contains a missing authentication vulnerability in the /api/v1/validate/code endpoint that allows a remote, unauthenticated attacker to execute arbitrary code via crafted HTTP requests.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-05,2025-05-26,Unknown,"This vulnerability affects a common open-source project, third-party library, or a protocol used by different products. For more information, please see: https://github.com/advisories/GHSA-c995-4fw3-j39m ; https://nvd.nist.gov/vuln/detail/CVE-2025-3248",CWE-306,langflow|missing|vulnerability|authentication|CVE20253248|cve-2025-3248|CWE306|cwe-306,0.3,0.3,0.6,159,21,-139,0.3,0.7,1,False,0.4,0.4,False,True,0.35,LOW,0,1.0
CVE-2020-1147,Microsoft,".NET Framework, SharePoint, Visual Studio","Microsoft .NET Framework, SharePoint, and Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework, Microsoft SharePoint, and Visual Studio contain a remote code execution vulnerability when the software fails to check the source markup of XML file input. Successful exploitation allows an attacker to execute code in the context of the process responsible for deserialization of the XML content.",Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-1147,,"microsoft|studio|remote|.net framework, sharepoint, visual studio|vulnerability|cve-2020-1147|.netframework,sharepoint,visualstudio|sharepoint|execution|CVE20201147|code|framework|visual",0.9,0.9,0.6,1438,181,-1258,0.3,0.4,0,False,0.3,0.0,False,True,0.345,LOW,0,0.5
CVE-2020-14864,Oracle,Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition Path Transversal,"Path traversal vulnerability, where an attacker can target the preview FilePath parameter of the getPreviewImage function to get access to arbitrary system file.",Apply updates per vendor instructions.,2022-01-18,2022-07-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-14864,CWE-22,cve-2020-14864|edition|enterprise|cwe-22|intelligenceenterpriseedition|path|CWE22|business|intelligence enterprise edition|traversal|oracle|intelligence|transversal|CVE202014864,0.9,0.3,0.0,1362,181,-1182,0.3,0.4,1,True,0.9,0.9,False,True,0.345,LOW,0,0.5
CVE-2013-0648,Adobe,Flash Player,Adobe Flash Player Code Execution Vulnerability,Adobe Flash Player contains an unspecified vulnerability in the ExternalInterface ActionScript functionality that allows a remote attacker to execute arbitrary code via crafted SWF content.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-09-17,2024-10-08,Unknown,https://www.adobe.com/products/flashplayer/end-of-life-alternative.html#eol-alternative-faq ; https://nvd.nist.gov/vuln/detail/CVE-2013-0648,,cve-2013-0648|CVE20130648|flashplayer|flash player|flash|adobe|vulnerability|execution|code|player,0.9,0.9,0.3,389,21,-369,0.3,0.7,0,False,0.3,0.0,False,True,0.345,LOW,0,0.5
CVE-2018-15961,Adobe,ColdFusion,Adobe ColdFusion Unrestricted File Upload Vulnerability,Adobe ColdFusion contains an unrestricted file upload vulnerability that could allow for code execution.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-15961,CWE-434,cve-2018-15961|CVE201815961|unrestricted|file|adobe|vulnerability|coldfusion|cwe-434|CWE434|upload,0.9,0.3,0.0,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.345,LOW,0,0.5
